text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit
4-2992,"['20', '18']","Sy sdh pernah tanya kpd pengikut kaum nadj, knp org NU kalian gelari syiah Wahabiyun : ( iya krn maulid dr syiah) NU : oo gt, klu bgt wahabi = Nasrani Dong!!! Wahabiyun : kok bisa, ajaran nasrani tiap mingguan lo ikuti ( wahabi terdiem dan tertunduk malu)🤪",,Syiah,"['0', '0']","['0', '0']","['1', '0']","['1', '1']","['0', '0']","['0', '0']","['0', '0']","['1', '0']","['0', '0']"
4-2993,['20'],Presiden Jokowi Bagikan Bantuan Rp 100 Juta dengan Daftar Melalui Whatsapp,"Liputan6.com, Jakarta - Beredar di media sosial postingan Presiden Jokowi membagikan bantuan Rp 100 juta untuk masyarakat berumur 35-60 tahun dengan mendaftar melalui Whatsapp. Postingan itu beredar sejak awal pekan ini.
Salah satu akun ada yang mengunggahnya di Facebook. Akun itu mengunggahnya pada 13 Januari 2024.
Dalam postingannya terdapat video Presiden Jokowi dengan narasi:
""Khusus yang umurnya 35-60 tahun akan dapat bantuan sebesar 100 juta dari saya tanpa syarat apapun""
Postingan itu juga disertai dengan gambar bukti transfer dari sebuah bank milik pemerintah. Selain itu juga terdapat narasi: ""Berbagi Jumat Berkah"".
Lalu benarkah postingan Presiden Jokowi membagikan bantuan Rp 100 juta untuk masyarakat berumur 35-60 tahun dengan mendaftar melalui Whatsapp?",UNKNOWN,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-2994,['20'],"@dawiguna @ephemeralvirtu @visegrad24 @Valhallaah Boneka matalu picek a? Anda ini terlihat seperti orang tua yang dewasa, tapi buta ngga bisa melihat yang benar! Dasar munafik memang! Suka sekali menjilat kaki zionis! Apakah anda juga sekalian ingin ikut serta dalam kutukan 8 dekade!?",,"Jewish, Disabilitas",['0'],['0'],['1'],['1'],['0'],['0'],['0'],['1'],['0']
4-2995,['20'],BU BU BU BUSEETTTT NAMBAH LAGI PAUS CHINA DAN MACAU ZONK CUMA DI MACAU P2 SILAHKAN DICEK KEASLIANNYA SAYA UPDATE LANGSUNG 3 PASARAN DARI JAM 2 MANTAAPPP SEKALI LAGI SGP JITU SUDAH SIAPP DIKIRIM TAPI SAYA TIDAK SHARE DISINI KHUSUS YANG MINAT AJA BOLEH LANGSUNG MERAPAT GAB9NG GR0P W@ GA DIMINTAIN MAHARRR yGQW8NjlVRGt1qU 💋 🦷,,Tionghoa,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-2996,['20'],"Dikmas Lantas, Police Go To School. Unit kamsel melaksanakan kegiatan dikmas lantas, sosialisasi dan edukasi tentang aturan dasar berlalu lintas sejak usia dini di TK Katolik Santo Yohanes Don Bosco Kota Palangka Raya. https://t.co/v3NeQQBBKa",,Kristen,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-2997,['20'],"Teroris israel terus membantai anak anak palestina sejak saat ini Ada video seru, cek sekarang juga! https://t.co/5pXNO0FSlE",,Jewish,['0'],['0'],['1'],['1'],['0'],['0'],['0'],['1'],['0']
4-2998,"['20', '18']","Tuhkan, omongannya mudah difahami. Jadi emang Indonesia harus kuat di Asean, agar pengaruh China bisa diminimalisir dalam intervensi diperairan laut kita. Karena Negara Asean dimanfaatkan oleh China.",,Tionghoa,"['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']","['0', '0']"
4-2999,"['20', '23', '31']",123📷📷📷 Gay lewat stiker 😊,,LGBTQ+,"['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']","['0', '0', '0']"
4-3,"['19', '18']",@johnhomebapa @Tita83079013 Terus karena tetoris kristen itu sembernya dr wikipedia terus lo bilang boleh gitu? Kagak juga kan otak atheist emang gak ada yg pandai seujung kuku pun sekujur tubuh penuh kegoblokan 🤣🤣🤣🤣,,Kristen,"['0', '0']","['0', '0']","['1', '1']","['1', '1']","['0', '0']","['0', '0']","['0', '1']","['1', '1']","['0', '0']"
4-30,['19'],"Siapa nih favoritmu??? 🥰
. 
Tampil Kece Dengan Case Dari @Wibu.StoreID 😎👍

🌟Kenapa Di @Wibu.StoreID? 
1⃣ Bisa Bebas Request Desain Gambarnya 
2⃣ GARANSI 100% Jika Barang Yg Dikirim Cacat / Tidak Sesuai
3⃣ Bahan Case Dari Kami Premiun
4⃣ Hasil Gambar & Warna Cetakan Tajam Dan Berkualitas Bagus Karena Kami Menggunakan Mesin UV Dari Jepang

Yuk Cek & Follow 😁
IG : @Wibu.Storeid

📞 Info Order ? 
Silahkan Hubungi Kontak Kami
WA : 0823-1119-7604

#esdeath #zerotwo #akamegakill #darlinginthefranxx #eightysix #waifu #animegirl #kawaii #animeindonesia #wibuindo #wibuindonesia #wibubaubawang Siapa nih favoritmu??? 🥰
. 
Tampil Kece Dengan Case Dari @Wibu.StoreID 😎👍

🌟Kenapa Di @Wibu.StoreID? 
1⃣ Bisa Bebas Request Desain Gambarnya 
2⃣ GARANSI 100% Jika Barang Yg Dikirim Cacat / Tidak Sesuai
3⃣ Bahan Case Dari Kami Premiun
4⃣ Hasil Gambar & Warna Cetakan Tajam Dan Berkualitas Bagus Karena Kami Menggunakan Mesin UV Dari Jepang

Yuk Cek & Follow 😁
IG : @Wibu.Storeid

📞 Info Order ? 
Silahkan Hubungi Kontak Kami
WA : 0823-1119-7604

#esdeath #zerotwo #akamegakill #darlinginthefranxx #eightysix #waifu #animegirl #kawaii #animeindonesia #wibuindo #wibuindonesia #wibubaubawang",,Disabilitas,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-300,['19'],Versi dari orang Katolik ada ga si wkwk nyari ga nemu. https://t.co/2cNbgFLUcf,,Kristen,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-3000,['20'],"AmanPalestin aidfor for freedom PALESTINE UPDATE Pemukim lega Israel Lagi-lagi Nodai Masjidil Aqsa www.amanpalestin.id Pemukim ilegal Israel menyerbu halaman Masjid Al-Aqsa pada hari Minggu (14/01/2024) di bawah perlindungan tentara pendudukan Israel. Saksi mata melaporkan, puluhan pemukim ilegal menyerbu halaman masjid melalui Gerbang Maroko yang terletak di dinding barat situs keagamaan tersebut. Para pemukim melakukan ritual provokatif yang menodai situs suci tersebut.

Pasukan pendudukan Israel dikerahkan di pintu masuk Kota Tua di al-Quds yang diduduki dan gerbang menuju Masjid al-Aqsa, mencegah warga Palestina memasuki Masjid Al-Aqsa. Bahkan, beberapa jamaah yang dilarang masuk diserang oleh tentara zionis Israel.

BANGKIT, BERJUANG, BERSAMA
BADAI AL-AQSA

Sebarkan Kemenangan, Akhiri Penjajahan

Simak berita lengkapnya hanya di www.amanpalestin.id

 #AlAqsa #alaqsa #amanpalestinindonesia #AmanPalestinIndonesia #GENOCIDEGAZA #PalestineWillBeFree #beritaterbaru #AntonyBlinken #IDF #Berita #occupation",,Jewish,['0'],['0'],['1'],['1'],['0'],['1'],['0'],['1'],['0']
4-3001,['5'],"Ratusan pengungsi Rohingya yang berada di penampungan kawasan Pantai Gampong Blang Raya, Kabupaten Pidie, Aceh dipindahkan jauh dari pemukiman. Tindakan tersebut dilakukan karena mereka buang air besar (BAB) sembarangan di tambak milik warga setempat. . Follow Sosial Media Sukabumiupdate.com ______________________________________ Facebook https://www.facebook.com/sukabumiupdate/?ref=page_internal Instagram https://www.instagram.com/sukabumiupdatecom/ YouTube https://www.youtube.com/channel/UC7r5Sy74cgdO3-41uyFQgMQ Dailymotion https://www.dailymotion.com/sukabumiupdatecom TikTok https://www.tiktok.com/@sukabumiupdate.com Twitter https://twitter.com/Sukabumiupdate_",,Rohingya,['0'],['0'],['1'],['0'],['0'],['0'],['1'],['0'],['0']
4-3002,['5'],"TAT TANYOEACEH ACEH TAMIANG YARA SIAP TAMPUNG ROHINGYA DI ACEH, SAFARUDDIN: SAPI SAJA MALAM KITA JEMPUT DARI HUTAN INI MANUSIA Yayasan Advokasi Rakyat Aceh (YARA) siap menampung pengungsi Rohingya yang kini sedang terlunta-lunta di Aceh.

Ketua YARA, Safaruddin SH mengatakan, selain bagian dari kemanusiaan, menampung pengungsi Rohingya juga diatur secara regulasi.

Untuk itu, pihaknya menegaskan siap menampung pengungsi Rohingya dan akan segera membicarakan persoalan ini ke UNHCR.

""YARA siap tampung pengungsi Rohingya,"" kata Safaruddin dalam Rapat Koordinasi YARA se-Aceh yang dilaksanakan di Hotel Jeumpa Mannheim, Banda Aceh, Sabtu-Minggu (23-24/12/2023).

Aturan menolong pengungsi dijelaskannya, termuat berdasarkan Konvensi Pengungsi PBB tahun 1951 dan Peraturan Presiden Nomor 125 tahun 2016.

Bila imigran mendapat hak dari negara di mana yang bersangkutan berasal, maka pengungsi ini tidak demikian.

""Karena pengungsi ini seperti warga dunia. Dan yang memberikan hak mereka adalah UNHCR,"" jelas Safaruddin.

""Sehingga status Rohingya itu pengungsi, tidak bisa ditolak,"" tambahnya.

Kemudian ketika dihadapkan dengan berbagai persoalan antara pengungsi Rohingya dan warga lokal, menurutnya hal tersebut tentu ada sebab akibat yang mengikutinya.

Dia mencontohkan terkait para pengungsi tersebut yang kerap BAB sembarangan dan meresahkan warga setempat.

Hal ini karena memang tidak adanya toilet yang disediakan kepada pengungsi Rohingya saat mereka mendarat atau bermukim sementara di sebuah wilayah.

""Kalau ada WC mana mungkin BAB sembarangan,"" kata Safaruddin.

Selanjutnya terkait beberapa pengungsi Rohingya yang tidak bisa membaca Al-Quran, menurutnya justru di sinilah kesempatan masyarakat Aceh jika ingin meraup pahala.

Caranya dengan mengajari mereka yang tidak cukup ilmu untuk mengaji dan tidak punya sekolah di tempat asalnya ini, agar belajar agama saat di Aceh.

""Kalau tidak bisa ngaji kita ajari,"" kata Safaruddin.

""Mereka kan cuma transit ke sini menuju negara tujuan. Karena dari kampungnya tak ada ilmu, ngaji tidak, sekolah pun tidak,"" tambahnya.

Selengkapnya di https://aceh.tribunnews.com/2023/12/24/yara-siap-tampung-rohingya-di-aceh-safaruddin-sapi-saja-malam-kita-jemput-dari-hutan-ini-manusia?page=all",,Rohingya,['0'],['0'],['1'],['0'],['0'],['0'],['1'],['0'],['0']
4-3003,['5']," negativisme @neohistoria_id itu orang rakus manfaatin keadaan, orang rohingya yg hopeless berani bayar berapapun untuk bisa mengungsi dimanapun. yang jadi masalah utamanya itu myanmar. klo akarnya ga diberesin, kita yg niatnya kasian malah direpotin.",,Rohingya,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3004,['5'],"PikiranRakyatom RCH LISI UNHCR PRIHATIN MAHASISWA USIR PAKSA PENGUNGSI ROHINGYA PENGUNGSI JADI TRAUMA ILUSTRASI: ANTARA Badan Pengungsi PBB (UNHCR) menyatakan keprihatinan yang mendalam menyusul serangan massa yang terjadi di lokasi penampungan keluarga pengungsi di Banda Aceh, Indonesia. Serangan ini terjadi pada Rabu 27 Desember 2023.
.
Sebelumnya, ratusan mahasiswa mendatangi basement gedung tempat para pengungsi mencari perlindungan. Dalam insiden tersebut, massa berhasil menembus barisan polisi, memaksa masuk 137 pengungsi ke dalam dua truk, dan memindahkan mereka ke lokasi lain di Banda Aceh. 
.
UNHCR mengatakan bahwa peristiwa ini telah meninggalkan para pengungsi dalam keadaan terkejut dan mengalami trauma. UNHCR lantas mendesak aparat penegak hukum setempat untuk segera mengambil tindakan darurat demi memberikan perlindungan bagi semua individu dan staf kemanusiaan yang berada dalam kondisi putus asa.
.
Mitha Paradilla Rayadi/ PRMN
.
Selengkapnya di https://www.pikiran-rakyat.com/nasional/pr-017527432/unhcr-prihatin-mahasiswa-usir-paksa-pengungsi-rohingya-peristiwa-ini-buat-pengungsi-jadi-trauma 

#UNHCR #Rohingya #Aceh #Mahasiswa #PRMN",,Rohingya,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3005,['5'],"Jalesveva Jayamahe, 
Jakarta, 10 Januari 2024,—— Sebagai bentuk kepedulian terhadap masyarakat sekitar, Prajurit TNI Angkatan Laut (TNI AL) melalui Pangkalan TNI AL (Lanal) Maumere membantu pemenuhan kebutuhan akan makanan dan kesehatan para pengungsi korban erupsi Gunung Lewotobi bertempat di Posko Pengungsian Koramil Kec. Wulanggitang Flores, Timur Nusa Tenggara Timur, Minggu (07/01) kemarin.

Bersama seluruh instansi gabungan TNI dan Polri serta tim sukarelawan, kehadiran prajurit Lanal Maumere ini sebagai bentuk misi kemanusiaan dalam membantu pemenuhan kebutuhan para pengungsi korban erupsi Gunung Lewotobi di lokasi pengungsian dengan menyediakan makanan melalui dapur umum serta pendampingan dan pengecekan kesehatan yang bekerjasama dengan tim relawan.

#jalesvevajayamahe #tnial #indonesiannavy #muhammadali #laksamanamuhammadali Jalesveva Jayamahe, 
Jakarta, 10 Januari 2024,—— Sebagai bentuk kepedulian terhadap masyarakat sekitar, Prajurit TNI Angkatan Laut (TNI AL) melalui Pangkalan TNI AL (Lanal) Maumere membantu pemenuhan kebutuhan akan makanan dan kesehatan para pengungsi korban erupsi Gunung Lewotobi bertempat di Posko Pengungsian Koramil Kec. Wulanggitang Flores, Timur Nusa Tenggara Timur, Minggu (07/01) kemarin.

Bersama seluruh instansi gabungan TNI dan Polri serta tim sukarelawan, kehadiran prajurit Lanal Maumere ini sebagai bentuk misi kemanusiaan dalam membantu pemenuhan kebutuhan para pengungsi korban erupsi Gunung Lewotobi di lokasi pengungsian dengan menyediakan makanan melalui dapur umum serta pendampingan dan pengecekan kesehatan yang bekerjasama dengan tim relawan.

#jalesvevajayamahe #tnial #indonesiannavy #muhammadali #laksamanamuhammadali",,Rohingya,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-3006,['5'],"Saudara-saudara sekalian sebangsa dan setanah air seluruh Rakyat Indonesia bukalah matamu lebar-lebar, bukalah pikiranmu lebar-lebar, bukalah mata hatimu lebar-lebar dan dengarlah dengan telingamu dan pandanglah kearah Timur Tengah yang dimulai dari Israel dan Palestina terjadi perang besar yang akan memporak-porandakan peradaban. Setelah kita lihat bersama, kita dengar bersama, analisalah apa yang terjadi di sana, Bersumber dari apa dan atas dasar apa? Analisa kami semua bersumber dari agama dan keturunan yang mengarah kepada keserakahan yang diperebutkan adalah kota Yerusalem kota yang menjadi sentral dari ke 3 agama: 1. Agama Yahudi; 2. Sampai orang untuk hanya sekedar makan harus berani menjual ginjalnya, dimana-mana terjadi pembantaian bukan antar agama tapi seagama, bagaimana pandangan anda sekalian?; 7. Perang Israel-Palestina (truncated)",,Jewish,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3007,['5'],"Ketua Yayasan Advokasi Rakyat Aceh (YARA), Safaruddin SH mengatakan, orang-orang yang menolak memberikan pertolongan pada pengungsi Rohingya dapat dikenakan dengan hukum pidana.

“Orang-orang yang menolak ini, menurut hukum pidana bisa kena. Pasal lain lagi, pasal 359 KUHP ‘barangsiapa karena kelalaiannya menyebabkan orang lain mati, dipidana dengan pidana penjara paling lama lima tahun penjara’. Nah, kalau kejadiannya orang lain luka berat, itu bisa dipidana satu tahun,” kata Safaruddin, dalam program Serambinews Spotlight edisi Kamis (21/12/2023).

Safaruddin meminta masyarakat dapat teredukasi dan melek hukum, bahwa menolak pengungsi Rohingya tidak dibenarkan dan bisa berujung pada jeratan hukum. Karena itu, ia meminta sesama umat manusia untuk bisa memanusiakan manusia.

“Kita orang Aceh yang mayoritas Islam, bagaimana kita sesama orang Islam itu memanusiakan manusia. Orang bukan Islam pun harus kita tolong, apalagi orang Islam,” ujarnya.

Dia berharap pemerintah dapat memfasilitasi tempat penampungan sementara bagi pengungsi Rohingya yang mendarat di Aceh.

“Pemerintah hanya menujuk tempat (lahan) saja, kalau tidak ada (bangunan) akan dibangun oleh UNHCR dan IOM,” paparnya, dikutip dari Serambinews.

.
.
.
.
#74karta dari @fakta.jakarta
.
#jktinfo #infojakarta #jakartatimur #jakartapusat #explorejakarta #jakartabarat #jakartaterkini #infojkt #jakartabanget #jakartahits #jakartautar Ketua Yayasan Advokasi Rakyat Aceh (YARA), Safaruddin SH mengatakan, orang-orang yang menolak memberikan pertolongan pada pengungsi Rohingya dapat dikenakan dengan hukum pidana.

“Orang-orang yang menolak ini, menurut hukum pidana bisa kena. Pasal lain lagi, pasal 359 KUHP ‘barangsiapa karena kelalaiannya menyebabkan orang lain mati, dipidana dengan pidana penjara paling lama lima tahun penjara’. Nah, kalau kejadiannya orang lain luka berat, itu bisa dipidana satu tahun,” kata Safaruddin, dalam program Serambinews Spotlight edisi Kamis (21/12/2023).

Safaruddin meminta masyarakat dapat teredukasi dan melek hukum, bahwa menolak pengungsi Rohingya tidak dibenarkan dan bisa berujung pada jeratan hukum. Karena itu, ia meminta sesama umat manusia untuk bisa memanusiakan manusia.

“Kita orang Aceh yang mayoritas Islam, bagaimana kita sesama orang Islam itu memanusiakan manusia. Orang bukan Islam pun harus kita tolong, apalagi orang Islam,” ujarnya.

Dia berharap pemerintah dapat memfasilitasi tempat penampungan sementara bagi pengungsi Rohingya yang mendarat di Aceh.

“Pemerintah hanya menujuk tempat (lahan) saja, kalau tidak ada (bangunan) akan dibangun oleh UNHCR dan IOM,” paparnya, dikutip dari Serambinews.

.
.
.
.
#74karta dari @fakta.jakarta
.
#jktinfo #infojakarta #jakartatimur #jakartapusat #explorejakarta #jakartabarat #jakartaterkini #infojkt #jakartabanget #jakartahits #jakartautar",,Rohingya,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3008,['5'],"Hingga Sabtu (13/8/2024), jumlah pengungsi terserang ISPA sebanyak 1.518 orang. Selain itu ada yang mengalami diare dan malaria.",,Rohingya,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-3009,['5'],"Instagram Bangsa Aceh Penyelidikan Polisi: Warga Aceh, Sumut dan Riau Diduga Terlibat Dalam Jaringan Kedatangan Rohingya TikTok Bangsa Aceh official Bangsa Aceh SUMBER.Serambines – Pihak kepolisian terus menyelidiki sejumlah orang yang terlibat dalam gelombang kedatangan pengungsi Rohingya di Aceh.

Sebab, Presiden Joko Widodo (Jokowi) mencium arus kedatangan pengungsi Rohingya ke Indonesia diduga sangat erat dengan Tindak Pidana Perdagangan Orang (TPPO).

Polresta Banda Aceh kemudian melakukan pemeriksaan intensif pada pengungsi Rohingya yang tiba di kawasan pantai Kreung Raya, Lamreh, Aceh Besar pada Minggu (10/12/2023) lalu.

Pengungsi Rohingya itu mendarat dengan jumlah 135 orang, mayoritas diantara mereka adalah wanita dan anak-anak.

Dari hasil penyelidikan dan pengembangan polisi, mengarah pada dua orang pengungsi di dalam kelompok itu.

Kedua orang tersbut diduga berperan penting dalam jaringan penyelundupan orang mulai dari Bangladesh sampai ke Indonesia.

Hal itu diungkapkan Kasat Reskrim Polresta Banda Aceh, Kompol Fadhilah Aditya Pratama dalam pernyataan presnya, Kamis (14/12/2023).

“Dari saksi-saksi lain menguatkan diduga ada transaksi, ada keuntungan yang dimiliki, dan memang ada yang mengendalikan atau merekrut sekian ratus orang etnis Rohingnya yang masuk ke Aceh,"" ungkap Fadilah, dikutip dari Kompas.com

Selain memeriksa saksi-saksi, polisi juga menggunakan teknologi untuk melacak jalur komunikasi jaringan tersebut dari telepon genggam yang disita dari salah satu pengungsi.

Dugaan dua orang tersebut yakni Muhammad Amin dan Muhammad Rosul.

Kecurigaan ketika dua orang tersebut ingin memisahkan diri dari kelompoknya. 

Beruntung saat hendak melarikan diri, ia ditemukan oleh warga setempat.

“Dia (Muhammad Amin) mengaku sedang mencari makan dan minum,” ujarnya, dikutip dari Serambinews.com

Mendapat informasi tersebut, kemudian pihaknya meminta keterangan kepada Amin dan didapati bahwa dirinya membawa handphone.

Dari handphone tersebut, kemudian kepolisian menemukan video saat menyerahkan uang (diduga transaksi).

Kata Fadillah, pihaknya kemudian melakukan pendalaman akan adanya dugaan upaya penyelundupan orang.

👇👇",,Rohingya,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-301,['19'],BKSAP DPR: Dunia Harus Ambil Tindakan Konkret atas Myanmar terkait Etnis Rohingya,,Rohingya,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-3010,['5'],"awank2017 Gw dukung pengungsi Rohingya tinggal di Indon, semoga betah 😛",,Rohingya,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3011,['5'],"🤔🤔MELURUSKAN KESALAHKAPRAHAN ISLAM..Dalam mengartikan Istilah. 1. AGAMA ISLAM Ini adalah suatu organisasi keyakinan yang didirikan muhamad di Mekkah abad 7 yang berlandaskan wahyu dan hukum yang diklaim diterimanya dari ilah semesta alam berawal saat dia bertapa di sebuah gua di Jabal Nur, Itupun hanya klaim sepihak tanpa saksi dan bukti apapun. Kafir dari kata Kufur/Kuffar adalah orang yang menimbun kebenaran tentang kenabian muhamad Namun orang Islam beranggapan bahwa kafir adalah orang yang tidak percaya kepada Allah.. jelas itu salah sebab rujukan disebut kafir adalah kelompok orang yang tidak percaya kepada muhamad sebagai utusan ilah semesta alam (Allah para Nabi) Nah Loh...",,UNKNOWN,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3012,['5'],Some 170 likely Myanmar Rohingya refugees were found on a beach in Indonesia’s North Sumatra province after weeks at sea.,,Rohingya,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-3013,['5'],MENOLONG itu BAIK adanya jika yang di tolong tidak NGLUNJAK dan ngerti ADAB. Sedangkan Pengungsi Rohinya ini sudah MEMAKSAKAN kehendaknya ..... itu KURANG AJAR namanya. https://t.co/F0vsnzzFyt lewat @YouTube,,Rohingya,['0'],['0'],['1'],['0'],['0'],['0'],['1'],['0'],['0']
4-3014,['5'],"@freetalk_14 @herricahyadi @m_marshel Mreka ngemeng doang gak brani bertindak kasih solusi,,, rakyat aceh yg dikorbanin suruh nampung rohingya",,Rohingya,['0'],['0'],['1'],['0'],['0'],['0'],['1'],['0'],['0']
4-3015,['5'],"BADESUMBAR Gubernur Mahyeldi Tegaskan Tak Pernah Nyatakan Kesiapan Menampung Pengungsi Rohingya Gubernur Sumatra Barat (Sumbar), Mahyeldi Ansharullah menegaskan bahwa dirinya tidak pernah membuat pernyataan tentang kesiapan untuk menampung pengungsi etnis Rohingya di Sumbar. Ia menyatakan, Pemprov Sumbar akan mengambil sikap terkait pengungsi Rohingya tersebut berdasarkan arahan dan persetujuan pemerintah pusat.

""Sebelumnya, beredar pemberitaan yang menyebutkan bahwa saya selaku Gubernur Sumbar menyatakan siap menampung pengungsi etnis Rohingya. Untuk itu, saya klarifikasi bahwa saya tidak pernah membuat pernyataan tersebut, sehingga patut ditelusuri juga dari mana sumber pemberitaan yang menimbulkan kegaduhan di tengah masyarakat Sumbar itu,"" ucap Gubernur Mahyeldi di Padang, Jumat (15/12/2023).

Gubernur menegaskan, pihak yang bertanggung jawab untuk menampung penghuni etnis Rohingya adalah negara-negara yang tergabung dalam United Nations High Commissioner for Refugees (UNHCR), sebagai komisi tinggi untuk pengungsi. Sementara Indonesia tidak ikut serta menandatangani dan masuk dalam keanggotaan UNHCR tersebut.

""Oleh karena itu, Pemprov Sumbar akan bersikap dan bertindak sesuai arahan pemerintah pusat untuk menyikapi penghuni Rohingya. Jika pun ada tindakan yang akan diambil, maka itu akan dilakukan berdasarkan arahan dan persetujuan pemerintah pusat,"" ucap Gubernur lagi.

Sementara itu, dalam rilis resminya, Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam), Mahfud MD mengatakan sesuai dengan hukum internasional, Pemerintah Indonesia tidak memiliki kewajiban untuk menampung pengungsi Rohingya. Namun sesuai konstitusi Indonesia yang menganut kemanusiaan, maka pengungsi Rohingya ditampung secara sementara.

“Pemerintah sikapnya tetap sesuai dengan hukum internasional, pemerintah tidak terikat, tetapi konstitusi kita menganut kemanusiaan, oleh sebab itu ditampung dulu sementara,” kata Menko Mahfud di Jakarta, Kamis (14/12/2023).

Dikatakan, berdasarkan Konvensi Pengungsi 1951, yang seharusnya memberikan perlindungan kepada pengungsi Rohingya adalah negara-negara anggota United Nation High Commissioner for Refugees (UNHCR) yang menandatangi konvensi tersebut.

Lanjut dikomentar 👇",,Rohingya,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3016,['5'],Ahmadiyah termasuk paham yang millenaristis yang lahir ketika kondisi umat Islam India pada waktu itu yang berada dalam posisi inferior karena berbagai tekanan baik dari pihak imperialis Inggris maupun dari umat Hindu. Tag - blacklist BEM UGM pendek Blendung Tangan Rohingnya,,Ahmadiyah,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3017,['5'],"Dandim 0302/Inhu Berikan Bantuan Sosial Kepada Pengungsi Terdampak Banjir dan Cek Dapur Umum Kodim 0302/Inhu

Komandan Kodim (Dandim) 0302/lnhu Letkol Kav Dani Prasetyo Wibowo S.Sos M.l.P dan Ny.Nurul Dani Parsetyo (Ketua Persit KCk Cabang Li Kodim 0302/Inhu) tinjau korban banjir di pengungsian.

Pemberian Bantuan Sosial Kepada Masyarakat Pengungsi Bencana Banjir desa Rawa Bangun dan Karyawan PT.SBL Oleh Letkol Kav. Dani Prasetyo Wibowo, S.Sos,. M.I.P (Dandim 0302/ Inhu) dan Ny.Nurul Dani Parsetyo (Ketua Persit KCk Cabang Li Kodim 0302/Inhu) Beserta Rombongan pada Kamis (11/1/2024) sekira Pukul 16.30 Wib Bertempat di Pengungsian Rumah Tinggi LAMR Danau Raja Jl. Narasinga Kelurahan Kampung Dagang Kecamatan Rengat Kabupaten Indragiri Hulu.

#TNIADdiHatiRakyat Dandim 0302/Inhu Berikan Bantuan Sosial Kepada Pengungsi Terdampak Banjir dan Cek Dapur Umum Kodim 0302/Inhu

Komandan Kodim (Dandim) 0302/lnhu Letkol Kav Dani Prasetyo Wibowo S.Sos M.l.P dan Ny.Nurul Dani Parsetyo (Ketua Persit KCk Cabang Li Kodim 0302/Inhu) tinjau korban banjir di pengungsian.

Pemberian Bantuan Sosial Kepada Masyarakat Pengungsi Bencana Banjir desa Rawa Bangun dan Karyawan PT.SBL Oleh Letkol Kav. Dani Prasetyo Wibowo, S.Sos,. M.I.P (Dandim 0302/ Inhu) dan Ny.Nurul Dani Parsetyo (Ketua Persit KCk Cabang Li Kodim 0302/Inhu) Beserta Rombongan pada Kamis (11/1/2024) sekira Pukul 16.30 Wib Bertempat di Pengungsian Rumah Tinggi LAMR Danau Raja Jl. Narasinga Kelurahan Kampung Dagang Kecamatan Rengat Kabupaten Indragiri Hulu.

#TNIADdiHatiRakyat",,Rohingya,['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0'],['0']
4-3018,['5'],"@kegblgnunfaedh Dari awal saya sudah curiga, kalau mereka rohingya kenapa dari bangladesh? Oke mereka dr myanmar lari ke Bangkadesh. Ternyata Bangladesh lempar lagi imigrant gelap ini ke Indonesia. Itupun masih tercampur orang bangladesh juga. So??? Balikin aja deh mereka biar diurus UNHCR",,Rohingya,['0'],['0'],['0'],['1'],['0'],['0'],['0'],['0'],['0']
4-3019,['5'],"Antara yang lantang bercakap tentang kesesatan Syiah pada ketika itu juga ialah Maulana Ahmad Naseem, anak murid senior Maulana Asri. Bahkan dikhabarkan pernah ada beberapa siri perdebatan antara beliau dan Abu Turab yang dikatakan ketika itu pemimpin Syiah di Golok.",,Syiah,['0'],['0'],['1'],['0'],['0'],['0'],['1'],['0'],['0']
